id,application_date,segment,case_count
97,2019-08-02,2,4462.478415581075
98,2019-08-03,2,4337.0643720429625
99,2019-08-04,2,4044.994897028365
100,2019-08-05,2,4247.179966509247
101,2019-08-06,2,4421.649154176271
102,2019-08-07,2,4609.177625801381
103,2019-08-08,2,4497.660747620156
104,2019-08-09,2,4511.554575122663
105,2019-08-10,2,4802.924765028156
106,2019-08-11,2,15593.74355618587
107,2019-08-12,2,26101.195063536405
108,2019-08-13,2,27360.924825717364
109,2019-08-14,2,27443.298081354107
110,2019-08-15,2,27694.02701820224
111,2019-08-16,2,28044.767849963428
112,2019-08-17,2,27978.835924259714
113,2019-08-18,2,16147.75856455825
114,2019-08-19,2,26700.496375259023
115,2019-08-20,2,25664.83192362812
116,2019-08-21,2,27405.269503040607
117,2019-08-22,2,27930.84804426716
118,2019-08-23,2,26250.890091271027
119,2019-08-24,2,26525.06840035367
120,2019-08-25,2,15156.784829282558
121,2019-08-26,2,25694.81341391424
122,2019-08-27,2,22570.51948891864
123,2019-08-28,2,18248.231606599475
124,2019-08-29,2,7006.277654879746
125,2019-08-30,2,4882.454258668468
126,2019-08-31,2,1658.3374367125373
127,2019-09-01,2,4389.302050546675
128,2019-09-02,2,4486.144171890044
129,2019-09-03,2,4392.241933768624
130,2019-09-04,2,4397.641596190196
131,2019-09-05,2,4354.5341734854865
132,2019-09-06,2,4641.286931148954
133,2019-09-07,2,4435.3481369887295
134,2019-09-08,2,4358.746512309689
135,2019-09-09,2,4650.283097414135
136,2019-09-10,2,4623.176187773314
137,2019-09-11,2,22590.91661171553
138,2019-09-12,2,25808.826649585288
139,2019-09-13,2,27946.886214392383
140,2019-09-14,2,27187.388486621632
141,2019-09-15,2,15206.767386141317
142,2019-09-16,2,27415.99823570802
143,2019-09-17,2,28246.07721838281
144,2019-09-18,2,24726.734739876934
145,2019-09-19,2,28267.47803772182
146,2019-09-20,2,27695.784771057384
147,2019-09-21,2,26416.49091547663
148,2019-09-22,2,15914.106869288144
149,2019-09-23,2,26812.807192648204
150,2019-09-24,2,21153.94140279688
151,2019-09-25,2,23089.8840916044
152,2019-09-26,2,24670.132835532164
153,2019-09-27,2,24091.163941425042
154,2019-09-28,2,9490.133540495148
155,2019-09-29,2,5126.102546273744
156,2019-09-30,2,1693.973653652817
157,2019-10-01,2,4342.43043740179
158,2019-10-02,2,4630.549369465668
159,2019-10-03,2,4235.557479484175
160,2019-10-04,2,4405.232842217611
161,2019-10-05,2,4375.067580852832
162,2019-10-06,2,4086.7177862324356
163,2019-10-07,2,4480.7045686285865
164,2019-10-08,2,4503.344427996281
165,2019-10-09,2,4534.714389985669
166,2019-10-10,2,4509.586001511405
167,2019-10-11,2,22348.76379665934
168,2019-10-12,2,26134.79013742268
169,2019-10-13,2,15353.845492274877
170,2019-10-14,2,27854.801961957146
171,2019-10-15,2,25162.055259554592
172,2019-10-16,2,26294.138219024448
173,2019-10-17,2,27309.93082144965
174,2019-10-18,2,26110.103472027426
175,2019-10-19,2,25732.51408329363
176,2019-10-20,2,15624.106272840903
177,2019-10-21,2,27013.225946968574
178,2019-10-22,2,28227.512042959643
179,2019-10-23,2,19399.615942795233
180,2019-10-24,2,17652.43544720412
