,application_date,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,segment
20,2017-04-27,2.0212926657116848,1.8213334917944706,2.3032393628748498,2.0212926657116848,2.0212926657116848,0.03380763796015875,0.03380763796015875,0.03380763796015875,0.002521484704011182,0.002521484704011182,0.002521484704011182,0.03128615325614757,0.03128615325614757,0.03128615325614757,0.0,0.0,0.0,2.0551003036718436,1
21,2017-04-28,2.0216014354109157,1.8313207941888079,2.2853870825011415,2.0216014354109157,2.0216014354109157,0.03930517757925546,0.03930517757925546,0.03930517757925546,0.0088188087125106,0.0088188087125106,0.0088188087125106,0.030486368866744856,0.030486368866744856,0.030486368866744856,0.0,0.0,0.0,2.060906612990171,1
22,2017-04-29,2.0219102051101467,1.8184392264810219,2.2429464964008936,2.0219102051101467,2.0219102051101467,0.018205279669321603,0.018205279669321603,0.018205279669321603,-0.010496141887572946,-0.010496141887572946,-0.010496141887572946,0.028701421556894546,0.028701421556894546,0.028701421556894546,0.0,0.0,0.0,2.0401154847794682,1
23,2017-04-30,2.0222189748093773,1.6919221701671152,2.188597158131728,2.0222189748093773,2.0222189748093773,-0.060011773144122156,-0.060011773144122156,-0.060011773144122156,-0.0860279484796657,-0.0860279484796657,-0.0860279484796657,0.026016175335543543,0.026016175335543543,0.026016175335543543,0.0,0.0,0.0,1.9622072016652552,1
24,2017-05-01,2.0225277445086083,1.8284734886813832,2.287447278470947,2.0225277445086083,2.0225277445086083,0.04855647698885169,0.04855647698885169,0.04855647698885169,0.026021865198220896,0.026021865198220896,0.026021865198220896,0.022534611790630786,0.022534611790630786,0.022534611790630786,0.0,0.0,0.0,2.07108422149746,1
25,2017-05-02,2.0228365142078393,1.8247374982857658,2.2872341424163163,2.0228365142078393,2.0228365142078393,0.02912224839645935,0.02912224839645935,0.02912224839645935,0.010745115351908864,0.010745115351908864,0.010745115351908864,0.018377133044550485,0.018377133044550485,0.018377133044550485,0.0,0.0,0.0,2.0519587626042988,1
26,2017-05-03,2.0231452839070703,1.9035313717937163,2.303125236810937,2.0231452839070703,2.0231452839070703,0.062094321743759194,0.062094321743759194,0.062094321743759194,0.048416816400698615,0.048416816400698615,0.048416816400698615,0.013677505343060574,0.013677505343060574,0.013677505343060574,0.0,0.0,0.0,2.0852396056508296,1
27,2017-05-04,2.023454053615743,1.7859445491734383,2.2742585959566557,2.023454053615743,2.023454053615743,0.011101004217155258,0.011101004217155258,0.011101004217155258,0.002521484704057807,0.002521484704057807,0.002521484704057807,0.008579519513097454,0.008579519513097454,0.008579519513097454,0.0,0.0,0.0,2.034555057832898,1
28,2017-05-05,2.0237628233244154,1.774988325624904,2.244714048382441,2.0237628233244154,2.0237628233244154,0.012052259719567339,0.012052259719567339,0.012052259719567339,0.008818808712443792,0.008818808712443792,0.008818808712443792,0.0032334510071235496,0.0032334510071235496,0.0032334510071235496,0.0,0.0,0.0,2.0358150830439827,1
29,2017-05-07,2.024380362741761,1.6901013080502454,2.1136764816121176,2.024380362741761,2.024380362741761,-0.09361930104855633,-0.09361930104855633,-0.09361930104855633,-0.08602794847983242,-0.08602794847983242,-0.08602794847983242,-0.007591352568723909,-0.007591352568723909,-0.007591352568723909,0.0,0.0,0.0,1.9307610616932045,1
30,2017-05-08,2.0246891324504332,1.8070652736102275,2.240001335804958,2.0246891324504332,2.0246891324504332,0.013251841815383966,0.013251841815383966,0.013251841815383966,0.026021865198256926,0.026021865198256926,0.026021865198256926,-0.012770023382872968,-0.012770023382872968,-0.012770023382872968,0.0,0.0,0.0,2.037940974265817,1
31,2017-05-09,2.024997902159106,1.8154254974012345,2.2381407261265824,2.024997902159106,2.024997902159106,-0.0068586043385539764,-0.0068586043385539764,-0.0068586043385539764,0.01074511535199653,0.01074511535199653,0.01074511535199653,-0.017603719690550506,-0.017603719690550506,-0.017603719690550506,0.0,0.0,0.0,2.018139297820552,1
32,2017-05-10,2.025306671867779,1.7996341404790535,2.33806291965192,2.025306671867779,2.025306671867779,0.026453119454705153,0.026453119454705153,0.026453119454705153,0.048416816400695374,0.048416816400695374,0.048416816400695374,-0.02196369694599022,-0.02196369694599022,-0.02196369694599022,0.0,0.0,0.0,2.051759791322484,1
33,2017-05-11,2.025615441576451,1.7811826463171958,2.2382501903267005,2.025615441576451,2.025615441576451,-0.023213780538222824,-0.023213780538222824,-0.023213780538222824,0.002521484704112822,0.002521484704112822,0.002521484704112822,-0.025735265242335645,-0.025735265242335645,-0.025735265242335645,0.0,0.0,0.0,2.0024016610382285,1
34,2017-05-12,2.025924211285124,1.8005405488582378,2.242225157717612,2.025924211285124,2.025924211285124,-0.02000151446666362,-0.02000151446666362,-0.02000151446666362,0.00881880871237699,0.00881880871237699,0.00881880871237699,-0.028820323179040604,-0.028820323179040604,-0.028820323179040604,0.0,0.0,0.0,2.0059226968184602,1
35,2017-05-13,2.0262329809937967,1.7412562473293474,2.2007997110442434,2.0262329809937967,2.0262329809937967,-0.041635596431488536,-0.041635596431488536,-0.041635596431488536,-0.01049614188796282,-0.01049614188796282,-0.01049614188796282,-0.031139454543525708,-0.031139454543525708,-0.031139454543525708,0.0,0.0,0.0,1.9845973845623082,1
36,2017-05-14,2.026541750702469,1.7104846206831108,2.125561528975698,2.026541750702469,2.026541750702469,-0.11866148965239512,-0.11866148965239512,-0.11866148965239512,-0.08602794847975348,-0.08602794847975348,-0.08602794847975348,-0.03263354117264166,-0.03263354117264166,-0.03263354117264166,0.0,0.0,0.0,1.9078802610500738,1
37,2017-05-15,2.0268505204111418,1.7940210599559396,2.268492042772376,2.0268505204111418,2.0268505204111418,-0.007242992585349614,-0.007242992585349614,-0.007242992585349614,0.026021865198169826,0.026021865198169826,0.026021865198169826,-0.03326485778351943,-0.03326485778351943,-0.03326485778351943,0.0,0.0,0.0,2.019607527825792,1
38,2017-05-16,2.0271592901198145,1.7830868051023188,2.238894002641466,2.0271592901198145,2.0271592901198145,-0.0222725124036954,-0.0222725124036954,-0.0222725124036954,0.010745115351940423,0.010745115351940423,0.010745115351940423,-0.033017627755635826,-0.033017627755635826,-0.033017627755635826,0.0,0.0,0.0,2.004886777716119,1
39,2017-05-17,2.027468059828487,1.8602658255821054,2.2738125439269896,2.027468059828487,2.027468059828487,0.0165187839337319,0.0165187839337319,0.0165187839337319,0.04841681640080878,0.04841681640080878,0.04841681640080878,-0.031898032467076884,-0.031898032467076884,-0.031898032467076884,0.0,0.0,0.0,2.0439868437622186,1
40,2017-05-18,2.0277768295371597,1.7697831108238733,2.214523104884656,2.0277768295371597,2.0277768295371597,-0.027412195786041125,-0.027412195786041125,-0.027412195786041125,0.0025214847041678374,0.0025214847041678374,0.0025214847041678374,-0.029933680490208957,-0.029933680490208957,-0.029933680490208957,0.0,0.0,0.0,2.0003646337511185,1
41,2017-05-19,2.0280855992458324,1.7345057163061508,2.2524943572713023,2.0280855992458324,2.0280855992458324,-0.018353747672857103,-0.018353747672857103,-0.018353747672857103,0.008818808712547921,0.008818808712547921,0.008818808712547921,-0.027172556385405024,-0.027172556385405024,-0.027172556385405024,0.0,0.0,0.0,2.009731851572975,1
42,2017-05-20,2.0283943689545048,1.6976156851918236,2.2053977804217673,2.0283943689545048,2.0283943689545048,-0.034177623545790514,-0.034177623545790514,-0.034177623545790514,-0.010496141887646339,-0.010496141887646339,-0.010496141887646339,-0.023681481658144182,-0.023681481658144182,-0.023681481658144182,0.0,0.0,0.0,1.9942167454087143,1
43,2017-05-21,2.0287031386631775,1.717841913071659,2.1564450474276673,2.0287031386631775,2.0287031386631775,-0.10557208082056455,-0.10557208082056455,-0.10557208082056455,-0.08602794847977237,-0.08602794847977237,-0.08602794847977237,-0.01954413234079218,-0.01954413234079218,-0.01954413234079218,0.0,0.0,0.0,1.923131057842613,1
44,2017-05-22,2.0290119083718503,1.8430582869538892,2.2952530902495685,2.0290119083718503,2.0290119083718503,0.01116319686682989,0.01116319686682989,0.01116319686682989,0.026021865198227082,0.026021865198227082,0.026021865198227082,-0.01485866833139719,-0.01485866833139719,-0.01485866833139719,0.0,0.0,0.0,2.04017510523868,1
45,2017-05-23,2.0293206780805226,1.8122435645797175,2.2903150500357166,2.0293206780805226,2.0293206780805226,0.0010100765478855572,0.0010100765478855572,0.0010100765478855572,0.0107451153519689,0.0107451153519689,0.0107451153519689,-0.009735038804083338,-0.009735038804083338,-0.009735038804083338,0.0,0.0,0.0,2.0303307546284084,1
46,2017-05-24,2.0296294477891954,1.8530639730876473,2.3120721609241115,2.0296294477891954,2.0296294477891954,0.04412478092451959,0.04412478092451959,0.04412478092451959,0.048416816400631925,0.048416816400631925,0.048416816400631925,-0.004292035476112338,-0.004292035476112338,-0.004292035476112338,0.0,0.0,0.0,2.073754228713715,1
47,2017-05-25,2.029938217497868,1.8248275527255478,2.20606969784577,2.029938217497868,2.029938217497868,0.0038673136038996072,0.0038673136038996072,0.0038673136038996072,0.0025214847039861698,0.0025214847039861698,0.0025214847039861698,0.0013458288999134347,0.0013458288999134347,0.0013458288999134347,0.0,0.0,0.0,2.033805531101768,1
48,2017-05-26,2.0302469872065405,1.829833948881792,2.255605597650159,2.0302469872065405,2.0302469872065405,0.015870344595735386,0.015870344595735386,0.015870344595735386,0.008818808712278315,0.008818808712278315,0.008818808712278315,0.007051535883457069,0.007051535883457069,0.007051535883457069,0.0,0.0,0.0,2.046117331802276,1
49,2017-05-27,2.0305557569152133,1.7967728115061323,2.2835680825552798,2.0305557569152133,2.0305557569152133,0.002202646232975064,0.002202646232975064,0.002202646232975064,-0.01049614188784128,-0.01049614188784128,-0.01049614188784128,0.012698788120816337,0.012698788120816337,0.012698788120816337,0.0,0.0,0.0,2.0327584031481885,1
50,2017-05-28,2.030864526623886,1.73787331482634,2.177731730370765,2.030864526623886,2.030864526623886,-0.06786278271215088,-0.06786278271215088,-0.06786278271215088,-0.08602794847979123,-0.08602794847979123,-0.08602794847979123,0.01816516576764036,0.01816516576764036,0.01816516576764036,0.0,0.0,0.0,1.963001743911735,1
51,2017-05-29,2.031173296332559,1.866754486229356,2.3166707654193672,2.031173296332559,2.031173296332559,0.04935699868672612,0.04935699868672612,0.04935699868672612,0.02602186519828434,0.02602186519828434,0.02602186519828434,0.023335133488441785,0.023335133488441785,0.023335133488441785,0.0,0.0,0.0,2.080530295019285,1
52,2017-05-30,2.0314820660483406,1.839902743437001,2.3151144242547694,2.0314820660483406,2.0314820660483406,0.038847939010947165,0.038847939010947165,0.038847939010947165,0.010745115351912795,0.010745115351912795,0.010745115351912795,0.028102823659034364,0.028102823659034364,0.028102823659034364,0.0,0.0,0.0,2.070330005059288,1
53,2017-05-31,2.0317908357641232,1.8879760770992395,2.390508514634574,2.0317908357641232,2.0317908357641232,0.08079134434518734,0.08079134434518734,0.08079134434518734,0.0484168164008023,0.0484168164008023,0.0484168164008023,0.03237452794438502,0.03237452794438502,0.03237452794438502,0.0,0.0,0.0,2.1125821801093108,1
54,2017-06-01,2.032099605479905,1.8246169541725377,2.311730099533773,2.032099605479905,2.032099605479905,0.03859232233992602,0.03859232233992602,0.03859232233992602,0.0025214847040411848,0.0025214847040411848,0.0025214847040411848,0.036070837635884846,0.036070837635884846,0.036070837635884846,0.0,0.0,0.0,2.070691927819831,1
55,2017-06-02,2.032408375195687,1.8709376096738535,2.2963364766116925,2.032408375195687,2.032408375195687,0.04794719149492006,0.04794719149492006,0.04794719149492006,0.008818808712449245,0.008818808712449245,0.008818808712449245,0.03912838278247082,0.03912838278247082,0.03912838278247082,0.0,0.0,0.0,2.0803555666906073,1
56,2017-06-03,2.0327171449114694,1.8529358096837893,2.3044429490338447,2.0327171449114694,2.0327171449114694,0.03100498909090976,0.03100498909090976,0.03100498909090976,-0.010496141887724894,-0.010496141887724894,-0.010496141887724894,0.04150113097863465,0.04150113097863465,0.04150113097863465,0.0,0.0,0.0,2.0637221340023792,1
57,2017-06-04,2.0330259146272516,1.7360641666215961,2.186865866928344,2.0330259146272516,2.0330259146272516,-0.04286673009158677,-0.04286673009158677,-0.04286673009158677,-0.0860279484798101,-0.0860279484798101,-0.0860279484798101,0.043161218388223344,0.043161218388223344,0.043161218388223344,0.0,0.0,0.0,1.9901591845356648,1
58,2017-06-05,2.033334684343034,1.863787405008528,2.343203598326741,2.033334684343034,2.033334684343034,0.07012116307653027,0.07012116307653027,0.07012116307653027,0.026021865198175995,0.026021865198175995,0.026021865198175995,0.04409929787835427,0.04409929787835427,0.04409929787835427,0.0,0.0,0.0,2.1034558474195646,1
59,2017-06-06,2.033643454058816,1.90832800909481,2.3033784970956908,2.033643454058816,2.033643454058816,0.055069517041414495,0.055069517041414495,0.055069517041414495,0.010745115352000451,0.010745115352000451,0.010745115352000451,0.044324401689414046,0.044324401689414046,0.044324401689414046,0.0,0.0,0.0,2.0887129711002306,1
60,2017-06-07,2.0339522237745986,1.8871975743594465,2.3724438571551154,2.0339522237745986,2.0339522237745986,0.09228014495133907,0.09228014495133907,0.09228014495133907,0.04841681640091572,0.04841681640091572,0.04841681640091572,0.04386332855042334,0.04386332855042334,0.04386332855042334,0.0,0.0,0.0,2.1262323687259377,1
61,2017-06-08,2.0342609934903804,1.8727019498990307,2.2701408839940944,2.0342609934903804,2.0342609934903804,0.04528106194740609,0.04528106194740609,0.04528106194740609,0.0025214847040962,0.0025214847040962,0.0025214847040962,0.042759577243309886,0.042759577243309886,0.042759577243309886,0.0,0.0,0.0,2.0795420554377864,1
62,2017-06-09,2.0345697632061626,1.8758439608494586,2.3425432911021855,2.0345697632061626,2.0345697632061626,0.04989066873052421,0.04989066873052421,0.04989066873052421,0.008818808712382439,0.008818808712382439,0.008818808712382439,0.04107186001814178,0.04107186001814178,0.04107186001814178,0.0,0.0,0.0,2.084460431936687,1
63,2017-06-10,2.0348785329219448,1.8537974976080351,2.2294482609730535,2.0348785329219448,2.0348785329219448,0.028376097789129716,0.028376097789129716,0.028376097789129716,-0.010496141887608513,-0.010496141887608513,-0.010496141887608513,0.038872239676738224,0.038872239676738224,0.038872239676738224,0.0,0.0,0.0,2.0632546307110746,1
64,2017-06-11,2.035187302637727,1.7611502910753138,2.211605598604156,2.035187302637727,2.035187302637727,-0.0497840051611345,-0.0497840051611345,-0.0497840051611345,-0.08602794847973118,-0.08602794847973118,-0.08602794847973118,0.036243943318596664,0.036243943318596664,0.036243943318596664,0.0,0.0,0.0,1.9854032974765925,1
65,2017-06-12,2.035496072353509,1.9480592559764673,2.3507020245890753,2.035496072353509,2.035496072353509,0.05930077865358679,0.05930077865358679,0.05930077865358679,0.02602186519825449,0.02602186519825449,0.02602186519825449,0.0332789134553323,0.0332789134553323,0.0332789134553323,0.0,0.0,0.0,2.094796851007096,1
66,2017-06-13,2.0358048420692914,1.8356490213594472,2.321205689712672,2.0358048420692914,2.0358048420692914,0.0408202786193285,0.0408202786193285,0.0408202786193285,0.010745115351944346,0.010745115351944346,0.010745115351944346,0.030075163267384148,0.030075163267384148,0.030075163267384148,0.0,0.0,0.0,2.07662512068862,1
67,2017-06-14,2.0361136117850736,1.8604496242721285,2.3254960997917515,2.0361136117850736,2.0361136117850736,0.07515082345982607,0.07515082345982607,0.07515082345982607,0.048416816400681885,0.048416816400681885,0.048416816400681885,0.0267340070591442,0.0267340070591442,0.0267340070591442,0.0,0.0,0.0,2.1112644352448995,1
68,2017-06-15,2.0364223815008557,1.8546188464263238,2.332780165636474,2.0364223815008557,2.0364223815008557,0.02587872408171235,0.02587872408171235,0.02587872408171235,0.002521484704151215,0.002521484704151215,0.002521484704151215,0.02335723937756114,0.02335723937756114,0.02335723937756114,0.0,0.0,0.0,2.062301105582568,1
69,2017-06-16,2.036731151216638,1.8722892877027633,2.3089457614296363,2.036731151216638,2.036731151216638,0.02886314546435933,0.02886314546435933,0.02886314546435933,0.00881880871235057,0.00881880871235057,0.00881880871235057,0.020044336752008757,0.020044336752008757,0.020044336752008757,0.0,0.0,0.0,2.0655942966809975,1
70,2017-06-17,2.03703992093242,1.7818030872842567,2.311069313425107,2.03703992093242,2.03703992093242,0.006393612712143653,0.006393612712143653,0.006393612712143653,-0.01049614188760335,-0.01049614188760335,-0.01049614188760335,0.016889754599747005,0.016889754599747005,0.016889754599747005,0.0,0.0,0.0,2.043433533644564,1
71,2017-06-18,2.0373486906482023,1.6910250256406605,2.207172242653775,2.0373486906482023,2.0373486906482023,-0.07204755989989699,-0.07204755989989699,-0.07204755989989699,-0.08602794847962722,-0.08602794847962722,-0.08602794847962722,0.01398038857973024,0.01398038857973024,0.01398038857973024,0.0,0.0,0.0,1.9653011307483053,1
72,2017-06-19,2.0376574603639845,1.8979463007382247,2.301343821342489,2.0376574603639845,2.0376574603639845,0.03741512987193838,0.03741512987193838,0.03741512987193838,0.026021865198290525,0.026021865198290525,0.026021865198290525,0.011393264673647862,0.011393264673647862,0.011393264673647862,0.0,0.0,0.0,2.075072590235923,1
73,2017-06-20,2.0379662300797667,1.7740812714948746,2.251541670633774,2.0379662300797667,2.0379662300797667,0.019938631027544167,0.019938631027544167,0.019938631027544167,0.010745115351947436,0.010745115351947436,0.010745115351947436,0.009193515675596725,0.009193515675596725,0.009193515675596725,0.0,0.0,0.0,2.057904861107311,1
74,2017-06-21,2.038274999795549,1.8919700960612276,2.297352115675292,2.038274999795549,2.038274999795549,0.055849510171521385,0.055849510171521385,0.055849510171521385,0.048416816400852276,0.048416816400852276,0.048416816400852276,0.00743269377066911,0.00743269377066911,0.00743269377066911,0.0,0.0,0.0,2.0941245099670702,1
75,2017-06-22,2.038583769511331,1.8452587459675502,2.278679395231495,2.038583769511331,2.038583769511331,0.00866894440368706,0.00866894440368706,0.00866894440368706,0.002521484703969547,0.002521484703969547,0.002521484703969547,0.006147459699717513,0.006147459699717513,0.006147459699717513,0.0,0.0,0.0,2.047252713915018,1
76,2017-06-23,2.0388925392271133,1.8107308008058378,2.2515796327238737,2.0388925392271133,2.0388925392271133,0.014177487606054941,0.014177487606054941,0.014177487606054941,0.008818808712283762,0.008818808712283762,0.008818808712283762,0.005358678893771177,0.005358678893771177,0.005358678893771177,0.0,0.0,0.0,2.053070026833168,1
77,2017-06-24,2.0392013089428955,1.787303235738283,2.1933918998620463,2.0392013089428955,2.0392013089428955,-0.005425197698560531,-0.005425197698560531,-0.005425197698560531,-0.010496141887798289,-0.010496141887798289,-0.010496141887798289,0.005070944189237754,0.005070944189237754,0.005070944189237754,0.0,0.0,0.0,2.033776111244335,1
78,2017-06-25,2.0395100786605322,1.7509380449624652,2.1905259866608686,2.0395100786605322,2.0395100786605322,-0.08075541489176506,-0.08075541489176506,-0.08075541489176506,-0.08602794847976894,-0.08602794847976894,-0.08602794847976894,0.005272533588003865,0.005272533588003865,0.005272533588003865,0.0,0.0,0.0,1.9587546637687672,1
79,2017-06-26,2.039818848378169,1.8227558754223099,2.30401799412875,2.039818848378169,2.039818848378169,0.031957665495525235,0.031957665495525235,0.031957665495525235,0.026021865198347774,0.026021865198347774,0.026021865198347774,0.005935800297177462,0.005935800297177462,0.005935800297177462,0.0,0.0,0.0,2.071776513873694,1
80,2017-06-27,2.0401276180958052,1.860814658486219,2.2925723104419666,2.0401276180958052,2.0401276180958052,0.017763096612206493,0.017763096612206493,0.017763096612206493,0.01074511535195052,0.01074511535195052,0.01074511535195052,0.007017981260255968,0.007017981260255968,0.007017981260255968,0.0,0.0,0.0,2.057890714708012,1
81,2017-06-28,2.040436387813442,1.9391171089311297,2.3000050031812838,2.040436387813442,2.040436387813442,0.056879216255450935,0.056879216255450935,0.056879216255450935,0.04841681640079205,0.04841681640079205,0.04841681640079205,0.008462399854658886,0.008462399854658886,0.008462399854658886,0.0,0.0,0.0,2.0973156040688927,1
82,2017-06-29,2.0407451575310787,1.8021920893154793,2.3263443958523027,2.0407451575310787,2.0407451575310787,0.012721513349550594,0.012721513349550594,0.012721513349550594,0.002521484704252851,0.002521484704252851,0.002521484704252851,0.010200028645297744,0.010200028645297744,0.010200028645297744,0.0,0.0,0.0,2.053466670880629,1
83,2017-06-30,2.0410539272487154,1.8468955580900766,2.2508534853413122,2.0410539272487154,2.0410539272487154,0.020970178000287543,0.020970178000287543,0.020970178000287543,0.008818808712454693,0.008818808712454693,0.008818808712454693,0.012151369287832845,0.012151369287832845,0.012151369287832845,0.0,0.0,0.0,2.062024105249003,1
84,2017-07-01,2.0413626969663516,1.8745097912946787,2.3369439107545107,2.0413626969663516,2.0413626969663516,0.0037324571960646643,0.0037324571960646643,0.0037324571960646643,-0.010496141887593026,-0.010496141887593026,-0.010496141887593026,0.0142285990836577,0.0142285990836577,0.0142285990836577,0.0,0.0,0.0,2.0450951541624165,1
85,2017-07-02,2.0416714666839884,1.7346656683069077,2.3121258536872333,2.0416714666839884,2.0416714666839884,-0.0696900210043361,-0.0696900210043361,-0.0696900210043361,-0.08602794847968999,-0.08602794847968999,-0.08602794847968999,0.016337927475353887,0.016337927475353887,0.016337927475353887,0.0,0.0,0.0,1.9719814456796523,1
